Geneid,SRR6710302,SRR6710303,SRR6710304,SRR6710305,SRR6710306,SRR6710307,SRR6710308,SRR6710309,SRR6710310,SRR6710311,SRR6710312,SRR6710313,SRR6710314,SRR6710315,SRR6710316,SRR6710317,SRR6710318,SRR6710319,SRR6710320,SRR6710321,SRR6710322,SRR6710323,SRR6710324,SRR6710325,SRR6710326,SRR6710327,SRR6710328,SRR6710329,SRR6710330,SRR6710331,SRR6710332,SRR6710333,SRR6710334,SRR6710335,SRR6710336,SRR6710337,SRR6710338,SRR6710339,SRR6710340,SRR6710341,SRR6710342,SRR6710343,SRR6710344,SRR6710345,SRR6710346,SRR6710347,SRR6710348,SRR6710349,SRR6710350,SRR6710351,SRR6710352,SRR6710353,SRR6710354,SRR6710355,SRR6710356,SRR6710357,SRR6710358,SRR6710359,SRR6710360,SRR6710361,SRR6710362,SRR6710363,SRR6710364,SRR6710365,SRR6710366,SRR6710367,SRR6710368,SRR6710369,SRR6710370,SRR6710371,SRR6710372,SRR6710373,SRR6710374,SRR6710375,SRR6710376,SRR6710377,SRR6710378,SRR6710379,SRR6710380,SRR6710381,SRR6710382,SRR6710383,SRR6710384,SRR6710385,SRR6710386,SRR6710387,SRR6710388,SRR6710389,SRR6710390,SRR6710391,SRR6710392,SRR6710393,SRR6710394,SRR6710395,SRR6710396,SRR6710397,SRR6710398,SRR6710399,SRR6710400,SRR6710401,SRR6710402,SRR6710403,SRR6710404,SRR6710405,SRR6710406,SRR6710407,SRR6710408,SRR6710409,SRR6710410,SRR6710411,SRR6710412,SRR6710413,SRR6710414,SRR6710415,SRR6710416,SRR6710417,SRR6710418,SRR6710419,SRR6710420,SRR6710421,SRR6710422,SRR6710423,SRR6710424,SRR6710425,SRR6710426,SRR6710427,SRR6710428
ENSG00000217555.10,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,1,0,0,1,0,2,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,1,0,1,0,0,3,0,1,4,1,0,0,0,1,0,0,3,0
ENSG00000277978.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
ENSG00000089505.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140931.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183723.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,14,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135720.10,0,0,0,1715,0,0,509,0,253,0,0,4,3,0,1803,2,279,0,56,1640,183,0,432,36,4,214,0,3,3183,0,273,143,1,0,0,0,54,550,1040,0,0,0,2,310,0,1184,0,1,0,2,2,725,0,0,0,0,0,0,3,0,1,490,639,0,5,0,0,58,0,0,395,376,0,0,65,0,238,0,0,0,0,0,0,0,0,51,51,0,0,0,1431,0,416,0,23,876,0,0,340,0,0,0,0,0,557,0,4,0,0,24,0,28,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0
ENSG00000260558.1,0,0,257,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249961.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159593.12,0,0,488,0,0,0,1,0,1558,0,0,0,0,0,1325,0,4,0,4993,0,0,0,0,5362,0,0,0,0,1147,0,0,0,0,2200,0,126,3,0,70,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,0,9,2380,0,0,0,0,32,3,0,479,0,6,782,374,579,0,1469,2760,1886,2035,1266,525,276,920,790,2,0,2349,45,236,0,2,1308,1007,0,1494,717,215,1308,0,1629,536,186,1565,4,0,0,521,49,30,5,13,1288,0,1441,3,0,0,435,589,3994,93,19,206,1,0,21,0,295,0
ENSG00000258122.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168748.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172840.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,1,0,0,2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,101,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,2,0
ENSG00000166592.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,6,0,0,0,0,0,80,0,0,0,0,0,12,0,0,0,0,0,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000166595.9,0,0,7,1412,84,0,224,0,0,158,106,0,0,0,0,0,0,0,0,1204,331,0,80,0,0,0,558,0,15,155,0,1823,0,0,0,3,0,0,0,0,141,0,0,1219,102,32,0,0,2,0,0,99,0,1263,27,0,0,0,632,90,5,0,743,47,0,270,92,537,195,23,353,32,0,433,3,37,258,11,423,21,464,0,63,217,355,743,17,25,0,296,179,6,346,58,458,46,226,1309,363,252,693,9,957,0,153,283,18,274,366,81,0,141,0,45,637,99,0,600,60,44,0,168,0,59,264,154,0
ENSG00000172831.9,0,0,0,0,0,20,0,0,3,194,2,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,2,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,78,0,0,6,4,0,20,0,0,0,0,0,0,0,0,0,3,88,0,0,0,0,0,0,0,0,0,723,0,0,0,32,0
ENSG00000172824.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000067955.11,3,0,0,0,0,0,0,0,0,0,1915,90,26,66,0,0,247,0,237,48,0,3,0,31,22,0,0,0,0,0,203,0,0,24,2881,52,0,0,48,679,0,0,0,6,17,0,0,0,0,0,71,27,0,52,0,2,0,0,4915,0,0,0,2,1496,0,22,0,231,160,0,618,79,0,0,0,618,5,0,52,21,0,6,1273,0,52,638,2,4,66,0,37,0,42,140,244,0,0,53,0,0,24,0,0,534,422,0,300,0,0,2,0,10,0,0,0,413,174,252,0,37,1,0,0,362,88,0,0
ENSG00000125149.9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441,6,0,0,0,0,0,0,81,0,0,0,119,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,1225,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,4,965,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
ENSG00000237172.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,28,0,0,0,0,176,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102871.13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,482,0,482,0,223,0,0,6,18,0,0,0,6,0,0,0,0,0,0,126,0,16,0,0,0,0,0,0,0,28,0,0,2,0,0,0,0,0,0,76,314,0,14,0,0,26,0,0,19,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,58,0,0,0,0,0,0,2,20,0,0,0,0,126,0,0,2,0,26,2
ENSG00000135722.6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102878.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140939.12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196123.10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179044.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205250.6,0,0,0,0,0,0,1052,8,0,0,4137,0,2,0,0,0,0,46,0,0,196,0,0,0,0,0,2585,0,137,0,0,2,0,12,0,0,0,0,0,457,10,30,0,0,0,0,0,3,0,0,0,248,0,0,0,0,0,0,0,0,0,6,0,0,0,114,10,0,3,10,610,0,2,0,8,1,78,0,2,1089,34,2,74,558,96,2,0,0,0,48,0,0,0,4,54,0,0,2,0,150,0,6,0,0,2,2,3,156,0,0,0,0,0,0,302,0,0,0,0,0,14,2,0,0,0,0,0
ENSG00000102890.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280163.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000125122.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168701.16,784,0,39,6,471,0,0,189,264,234,0,123,0,0,72,0,2389,416,93,13,0,3935,0,1840,4,0,356,1195,2125,4866,630,2571,133,1495,0,3092,0,481,3104,4,81,1021,0,4064,0,1231,3,0,0,0,6,325,2,0,0,2211,3594,0,1052,0,453,316,2710,516,0,1074,1892,590,768,0,498,98,288,934,1753,1116,665,42,92,67,1724,764,107,1758,927,2447,875,1592,1256,597,781,4880,106,57,1616,2,962,1054,1927,1899,117,1303,7,1915,2788,579,717,488,765,85,2470,1217,0,726,2638,1592,0,547,329,49,61,1565,215,1564,787,2654,0
ENSG00000135723.11,0,42,0,28,0,0,0,0,0,0,0,56,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,194,0,0,72,1,0,0,16,0,0,0,0,0,0,320,0,0,1766,266,0,0,0,0,312,0,0,0,0,100,0,0,6,0,0,0,0,0,0,181,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419,0,13,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
ENSG00000135740.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0
ENSG00000262691.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196155.10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,0,0,0,4,0,0,0,0,5001,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168676.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159708.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159714.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159720.9,88,3437,8,0,784,1404,0,0,928,2,479,192,0,0,8,0,0,303,0,2,0,14,0,0,0,325,0,0,3433,973,5,2,2057,30,386,3272,24,0,99,2,0,2339,1236,4,2,481,0,4,3,2,0,121,0,0,0,3,0,0,15671,0,5,0,108,69,1469,0,0,273,64,0,188,979,0,0,3,3,442,0,0,747,1763,57,805,0,174,99,60,680,706,42,28,3,560,405,642,106,8,0,3,0,27,0,0,2582,1045,0,278,0,3,276,0,23,0,76,0,0,0,2,1420,0,1,1590,143,48,262,979,0
ENSG00000270049.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000039523.15,10,0,48,13,0,142,132,0,5,21,3,0,1,0,14,1399,1711,0,3,126,2124,7717,758,0,0,0,29,0,0,22,265,44,0,0,4,0,0,3,0,167,2,4,45,0,0,270,3,26,0,0,23,0,6,17,0,0,0,0,0,6,29,6,115,47,0,68,0,0,0,0,36,0,28,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261386.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
ENSG00000280214.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ENSG00000259804.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102974.12,333,2,0,0,239,0,2,0,14,55,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,2,5,0,0,0,0,0,0,0,0,0,55,614,0,0,0,2,82,0,148,132,0,0,2,2,0,86,0,0,893,0,0,0,0,90,0,106,0,0,2553,4,72,4462,3,319,240,0,1226,0,451,1513,0,0,1247,0,1090,0,330,1469,0,0,34,332,185,125,0,0,87,0,0,235,1693,0,420,495,0,0,806,0,676,34,0,10,2,177,0,2854,2,624,0,144,0,597,886,2,0
ENSG00000237718.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000159753.11,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,192,0,0,0,0,0,0,0,25,0,0,115,0,0,4,11,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000102977.11,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,261,227,332,0,0,0,0,0,0,0,0,0,0,0,560,141,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,0,0,0,1810,202,0,0,8,0,0,222,629,0,7,0,69,27,0,0,0,4,0,0,689,0,0,0,93,0,0,0,37,70,0,0,0,1099,423,68,4,22,0,797,0,0,210,0,47,0,50,0,0,1434,33,29,0,0,0,21,0,0,8,48,0,0,0
ENSG00000102981.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000124074.9,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
