,SRR6710256,SRR6710257,SRR6710258,SRR6710259,SRR6710260,SRR6710261,SRR6710262,SRR6710263,SRR6710264,SRR6710265,SRR6710266,SRR6710267,SRR6710268,SRR6710269,SRR6710270,SRR6710271,SRR6710272,SRR6710273,SRR6710274,SRR6710275,SRR6710276,SRR6710277,SRR6710278,SRR6710279,SRR6710280,SRR6710281,SRR6710282,SRR6710283,SRR6710284,SRR6710285,SRR6710286,SRR6710287,SRR6710288,SRR6710289,SRR6710290,SRR6710291,SRR6710292,SRR6710293,SRR6710294,SRR6710295,SRR6710296,SRR6710297,SRR6710298,SRR6710299,SRR6710300,SRR6710301
KDM2B,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,2,8,1394,0,0,0,0,0,0,317,213,0,0,1370,0,0,0
KDM3A,7,0,0,67,0,0,0,0,0,1267,96,0,4,0,0,506,0,0,0,0,0,2,826,135,13,0,0,0,0,0,0,2,0,0,0,9182,0,0,0,0,2,0,0,0,4,0
KDM3B,0,0,0,0,0,9,0,94,38,26,180,0,0,0,0,0,3,11,0,12,0,0,0,0,114,0,0,0,0,0,45,0,2,2,0,22,0,0,0,4,2,0,0,0,0,0
KDM4A,0,0,0,0,2,0,0,67,0,0,19,0,0,0,0,0,0,0,41,97,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,3,255,0,1,0,0,0,10,0
KDM4A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KDM4B,0,0,0,0,0,0,0,0,0,0,30,0,0,0,131,0,0,0,0,0,0,0,0,68,0,68,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,16,0
KDM4C,0,54,0,188,0,0,0,0,173,14,0,19,0,189,0,0,76,0,1,24,0,2,10,0,2,0,0,45,0,1,0,500,215,0,142,0,0,0,0,0,0,0,2,0,0,0
KDM5A,0,69,2,0,34,0,0,83,4,85,2638,6,130,400,4,0,3,0,63,0,2,14,29,544,6,4,0,97,0,0,1009,10,0,159,272,5952,4,8,0,2,0,0,0,102,0,0
KDM5B,2168,0,0,3033,0,0,1,115,2,0,54,18,0,994,0,0,0,0,0,0,0,0,0,2,0,0,169,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,2
KDM5C,9,0,0,0,11,0,0,18,0,4,22,0,16,0,0,0,0,0,458,0,0,0,0,62,112,0,0,0,118,0,0,0,0,0,156,0,0,0,0,58,0,0,0,0,0,0
KDM5C-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
KDM6A,0,0,50,3,4439,0,31,74,0,127,0,0,4192,0,4,464,0,0,5,0,107,0,2,1790,0,0,0,1879,79,0,8,0,504,4,2,6692,0,2,0,0,3,0,2,0,0,0
KDM6B,115,4,44,0,21,0,4,52,0,28,6,195,94,381,200,0,18,4,1512,2,26,0,0,18,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
KDM7A,2,0,8,0,0,0,0,0,2,0,12,0,376,0,0,0,0,0,0,0,6,831,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,2,0,28,0
KDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KDSR,0,10,0,0,0,0,0,0,1278,4,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,621,0,114,0,0,0,0,0,0,0,0,0,0,0,0
KEAP1,0,0,0,0,0,2,0,61,0,0,0,6,8,0,0,0,10,0,0,0,0,0,5,2,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KGFLP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDC1P1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHDC3L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KHDRBS1,0,2,0,2,0,0,0,404,0,2,20,0,762,436,0,1237,644,0,0,10,0,42,5065,908,0,0,188,152,3638,4,15,2,0,0,0,2383,0,0,78,0,0,0,0,0,0,0
KHDRBS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0
KHDRBS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KHK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KHNYN,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
KHSRP,0,0,0,0,0,0,2,4,0,32,24,0,0,16,69,0,0,0,20,0,0,0,0,0,4,47,0,0,0,0,61,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6
KIAA0020,0,18,102,1,97,0,706,0,0,98,243,0,0,3,114,0,40,95,2,0,0,0,22,151,0,150,60,1133,0,7,0,4962,0,2183,6519,0,0,0,7,0,0,0,0,0,0,0
KIAA0040,779,289,2,4,0,4,665,4,0,28,0,0,0,0,0,0,0,0,2,0,1,4,409,0,243,0,1,0,0,0,90,0,0,0,0,12,0,0,0,340,0,0,0,0,371,0
KIAA0100,0,0,0,0,0,0,909,3,0,214,0,53,0,0,0,338,0,0,72,1,3,32,0,0,0,0,183,0,0,2,0,3456,2,0,2,0,0,0,0,18,10,0,0,0,0,0
KIAA0101,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,357,0,1,0,0,0,0,0,0,0,0,2134,0,0
KIAA0125P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0
KIAA0141,0,0,0,0,4,0,0,0,248,386,3676,0,0,0,0,0,929,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,24,6,0,0,0,0,0,0,0,0,0,0,1
KIAA0195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,21,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,26,0,0,0,0,0,0,1,0,0,6116,0,0
KIAA0196,0,4,673,0,0,0,0,2,371,0,16,0,0,4,2,0,0,0,0,0,0,14,14,18,0,0,44,0,0,0,0,550,0,14,77,0,0,0,2900,0,0,0,0,0,0,0
KIAA0196-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0226,1353,723,1298,2569,174,1,81,106,665,574,1453,77,1331,64,2702,317,145,695,176,1155,13,310,1252,0,0,52,30,2,0,0,82,0,2,13,149,0,0,0,1,535,2,0,0,2036,730,0
KIAA0226L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0232,320,0,0,0,887,0,0,0,0,2,0,0,0,3,2,264,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,16,0,0,0,0,0,0
KIAA0247,1592,820,414,394,0,2,586,374,727,1526,36,38,540,1988,615,1744,1488,790,410,2042,2,502,668,0,0,0,0,0,0,0,0,0,0,508,2,0,0,86,0,0,0,0,0,0,0,0
KIAA0319L,4,0,0,4,0,0,0,50,0,0,34,0,174,0,0,0,6,0,5,2,0,84,372,763,4,0,0,28,433,0,0,4,3,42,0,0,0,0,0,140,1,0,0,39,4613,2
KIAA0355,0,126,23,0,0,2,0,0,0,0,62,46,7,0,0,494,146,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,7,0,0,2
KIAA0368,143,4,3,367,8,18,105,197,189,106,7,115,1,114,0,337,100,78,2,808,4,0,404,16219,1,684,525,2373,14353,0,650,1,8,436,0,454,0,0,728,2,4,3,2,0,195,0
KIAA0391,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,94,0,0,0,80,0,0,0,2,0,0,0,0,0,0,371,0,0,0,0,0,0,0
KIAA0430,0,0,0,3,0,0,0,0,1419,0,0,0,1427,0,2,0,0,0,0,0,4,0,315,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0
KIAA0586,95,0,0,0,1512,0,35,65,0,1068,129,0,0,0,0,2,0,0,0,0,0,0,0,1,114,0,4,3,0,0,0,0,0,0,0,0,0,4,13554,1,182,0,0,0,0,0
KIAA0753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0825,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA0907,0,0,0,0,0,0,0,2,502,1,0,0,0,106,136,448,0,0,0,0,0,0,0,0,0,0,0,41,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
KIAA0922,0,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,196,100,0,3,0,3,0,0,0,33239,0,0,0,0,50,0,0,0,0,1
KIAA0930,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,92,2,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,61,0,250,0,0,0,2,0,0,0,0,0,0
KIAA1024,0,0,0,272,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1033,16,0,0,579,0,2,0,0,50,0,70,30,0,0,37,0,0,0,0,79,16,243,192,0,0,0,452,1217,16,0,0,0,1766,0,0,0,0,0,0,2,0,0,0,258,0,0
KIAA1045,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1109,0,214,0,60,0,3,0,2,0,90,31,0,128,105,0,0,0,58,1,0,3,0,565,80,0,0,0,0,594,2,130,0,0,0,4,11930,0,0,1140,0,0,0,3,0,0,171
KIAA1143,0,85,0,220,0,2,0,39,0,107,0,460,0,0,0,0,0,0,0,1241,0,14,57,0,260,0,272,13,0,0,0,0,0,12,0,0,0,0,0,0,2,1898,0,24,0,0
KIAA1147,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,4,0,0,0,1107,0,0,0,0,0,0,50,0,2398,0,0,0,0,4506,0,0,12,0,0,4242,0,0,0,0,206,0
KIAA1191,0,11,80,374,437,0,0,10,0,0,2,12,1950,0,0,0,352,45,2,708,0,0,0,86,0,0,0,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0
KIAA1217,0,602,4,1691,0,4,24,28,200,10,1754,1815,158,18,0,363,69,128,0,16,0,2,310,0,0,0,42,2837,734,0,2,8888,0,440,2,5,0,0,2,0,0,2,0,2,0,0
KIAA1244,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
KIAA1279,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,3,2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
KIAA1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
KIAA1324L,18,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,133,0,0,42,0,0,3,0,0,0,0,0,0,0,0,6900,0,0,0,2,0,0,0,0,0,0,2,0,0,0
KIAA1328,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KIAA1377,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,2,0,0,0
KIAA1407,0,0,310,0,27,0,0,0,0,0,0,0,0,0,0,0,51,0,0,95,0,227,0,0,0,0,0,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KIAA1429,0,66,0,2,0,0,283,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,33,78,0,2969,0,0,768,6,4433,403,0,1893,0,0,0,470,0,0,0,0,0,0
KIAA1456,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
KIAA1462,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1467,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1468,0,172,0,2,0,0,66,0,0,615,183,2,17,0,792,2,0,65,0,0,3,0,0,0,0,0,0,5585,23,0,0,21,0,4,0,0,0,3,0,0,0,0,0,0,0,0
KIAA1522,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
